domain,key,context,locale,source_text,expected_text,human_reviewed,allow_source_match,text
portal,access.waiting_note,,pt-BR,"The request is waiting on the confirmation email. After you click that link, your address is marked as confirmed and the request is complete.","A solicitação aguarda o email de confirmação. Ao clicar no link, seu endereço será marcado como confirmado e a solicitação estará completa.",0,0,"A solicitação aguarda o email de confirmação. Ao clicar no link, seu endereço será marcado como confirmado e a solicitação estará completa."
portal,access.scope_note,,pt-BR,"This page is only for early-access requests and follow-up confirmation.","Esta página é apenas para solicitações de acesso antecipado e confirmação de follow-up.",0,0,"Esta página é apenas para solicitações de acesso antecipado e confirmação de follow-up."
portal,access.state.submitted.title,,pt-BR,"Check your inbox","Verifique sua caixa de entrada",0,0,"Verifique sua caixa de entrada"
portal,access.state.submitted.body,,pt-BR,"If the address can receive early-access requests, we just sent a confirmation link. Once you confirm it, the request is complete.","Se o endereço puder receber solicitações de acesso antecipado, acabamos de enviar um link de confirmação. Depois de confirmar, a solicitação estará completa.",0,0,"Se o endereço puder receber solicitações de acesso antecipado, acabamos de enviar um link de confirmação. Depois de confirmar, a solicitação estará completa."
portal,access.state.confirmed.title,,pt-BR,"Your request is confirmed","Sua solicitação está confirmada",0,0,"Sua solicitação está confirmada"
portal,access.state.confirmed.body,,pt-BR,"Thanks. Your email address is confirmed and your early-access request is now on file. We will reach out at this address when the next access step is ready.","Obrigado. Seu email foi confirmado e a solicitação de acesso antecipado está registrada. Entraremos em contato por este endereço quando o próximo passo estiver pronto.",0,0,"Obrigado. Seu email foi confirmado e a solicitação de acesso antecipado está registrada. Entraremos em contato por este endereço quando o próximo passo estiver pronto."
portal,access.state.expired.title,,pt-BR,"That confirmation link expired","Esse link de confirmação expirou",0,0,"Esse link de confirmação expirou"
portal,access.state.expired.body,,pt-BR,"Submit the form again and we will send you a fresh confirmation email.","Envie o formulário novamente e mandaremos um novo email de confirmação.",0,0,"Envie o formulário novamente e mandaremos um novo email de confirmação."
portal,access.state.invalid.title,,pt-BR,"That confirmation link is not valid","Esse link de confirmação não é válido",0,0,"Esse link de confirmação não é válido"
portal,access.state.invalid.body,,pt-BR,"Please submit the form again if you still want access.","Envie o formulário novamente se ainda quiser acesso.",0,0,"Envie o formulário novamente se ainda quiser acesso."
portal,access.state.invalid_email.title,,pt-BR,"Enter a valid email address","Informe um email válido",0,0,"Informe um email válido"
portal,access.state.invalid_email.body,,pt-BR,"We could not create the request because the email address was invalid.","Não foi possível criar a solicitação porque o email era inválido.",0,0,"Não foi possível criar a solicitação porque o email era inválido."
portal,access.state.error.title,,pt-BR,"Something went wrong","Algo deu errado",0,0,"Algo deu errado"
portal,access.state.error.body,,pt-BR,"Please try again in a moment.","Tente novamente em instantes.",0,0,"Tente novamente em instantes."
theme,radaptor_portal.name,,pt-BR,"Radaptor Portal","Radaptor Portal",0,1,"Radaptor Portal"
theme,radaptor_portal.description,,pt-BR,"App-owned public marketing theme for the Radaptor Portal demo.","Tema público de marketing da própria app para a demo do Radaptor Portal.",0,0,"Tema público de marketing da própria app para a demo do Radaptor Portal."
widget,portal_hero.name,,pt-BR,"Portal hero","Hero do portal",0,0,"Hero do portal"
widget,portal_hero.description,,pt-BR,"Landing hero for the Radaptor Portal demo.","Hero de landing para a demo do Radaptor Portal.",0,0,"Hero de landing para a demo do Radaptor Portal."
widget,portal_value_props.name,,pt-BR,"Portal value props","Propostas de valor do portal",0,0,"Propostas de valor do portal"
widget,portal_value_props.description,,pt-BR,"Feature grid that explains the Radaptor positioning.","Grade de features que explica o posicionamento do Radaptor.",0,0,"Grade de features que explica o posicionamento do Radaptor."
widget,portal_request_access_placeholder.name,,pt-BR,"Portal early access request","Solicitação de acesso antecipado do portal",0,0,"Solicitação de acesso antecipado do portal"
widget,portal_request_access_placeholder.description,,pt-BR,"Public early access request form with email confirmation.","Formulário público de acesso antecipado com confirmação por email.",0,0,"Formulário público de acesso antecipado com confirmação por email."
