domain,key,context,locale,source_text,expected_text,human_reviewed,allow_source_match,text
portal,access.confirmed_note,,zh-Hans-CN,"There is nothing else you need to do right now. We will contact this address when we are ready to move you into the next platform-access step.",你现在无需再做任何事。当下一步平台访问准备好时，我们会通过此地址联系你。,0,0,你现在无需再做任何事。当下一步平台访问准备好时，我们会通过此地址联系你。
portal,access.waiting_note,,zh-Hans-CN,"The request is waiting on the confirmation email. After you click that link, your address is marked as confirmed and the request is complete.",请求正在等待确认邮件。点击其中的链接后，你的地址会标记为已确认，请求也会完成。,0,0,请求正在等待确认邮件。点击其中的链接后，你的地址会标记为已确认，请求也会完成。
portal,access.scope_note,,zh-Hans-CN,"This page is only for early-access requests and follow-up confirmation.",此页面仅用于早期访问请求和后续确认。,0,0,此页面仅用于早期访问请求和后续确认。
portal,access.state.submitted.title,,zh-Hans-CN,"Check your inbox",检查你的收件箱,0,0,检查你的收件箱
portal,access.state.submitted.body,,zh-Hans-CN,"If the address can receive early-access requests, we just sent a confirmation link. Once you confirm it, the request is complete.",如果该地址可以接收早期访问请求，我们刚刚发送了确认链接。确认后请求即完成。,0,0,如果该地址可以接收早期访问请求，我们刚刚发送了确认链接。确认后请求即完成。
portal,access.state.confirmed.title,,zh-Hans-CN,"Your request is confirmed",你的请求已确认,0,0,你的请求已确认
portal,access.state.confirmed.body,,zh-Hans-CN,"Thanks. Your email address is confirmed and your early-access request is now on file. We will reach out at this address when the next access step is ready.",谢谢。你的邮箱已确认，早期访问请求已记录。下一步访问准备好时，我们会通过此地址联系你。,0,0,谢谢。你的邮箱已确认，早期访问请求已记录。下一步访问准备好时，我们会通过此地址联系你。
portal,access.state.expired.title,,zh-Hans-CN,"That confirmation link expired",该确认链接已过期,0,0,该确认链接已过期
portal,access.state.expired.body,,zh-Hans-CN,"Submit the form again and we will send you a fresh confirmation email.",请重新提交表单，我们会发送新的确认邮件。,0,0,请重新提交表单，我们会发送新的确认邮件。
portal,access.state.invalid.title,,zh-Hans-CN,"That confirmation link is not valid",该确认链接无效,0,0,该确认链接无效
portal,access.state.invalid.body,,zh-Hans-CN,"Please submit the form again if you still want access.",如果你仍需要访问，请重新提交表单。,0,0,如果你仍需要访问，请重新提交表单。
portal,access.state.invalid_email.title,,zh-Hans-CN,"Enter a valid email address",输入有效的邮箱地址,0,0,输入有效的邮箱地址
portal,access.state.invalid_email.body,,zh-Hans-CN,"We could not create the request because the email address was invalid.",由于邮箱地址无效，无法创建请求。,0,0,由于邮箱地址无效，无法创建请求。
portal,access.state.error.title,,zh-Hans-CN,"Something went wrong",出现问题,0,0,出现问题
portal,access.state.error.body,,zh-Hans-CN,"Please try again in a moment.",请稍后重试。,0,0,请稍后重试。
theme,radaptor_portal.name,,zh-Hans-CN,"Radaptor Portal","Radaptor Portal",0,1,"Radaptor Portal"
theme,radaptor_portal.description,,zh-Hans-CN,"App-owned public marketing theme for the Radaptor Portal demo.","用于 Radaptor Portal 演示的应用自有公开营销主题。",0,0,"用于 Radaptor Portal 演示的应用自有公开营销主题。"
widget,portal_hero.name,,zh-Hans-CN,"Portal hero",门户主视觉,0,0,门户主视觉
widget,portal_hero.description,,zh-Hans-CN,"Landing hero for the Radaptor Portal demo.","Radaptor Portal 演示的落地主视觉。",0,0,"Radaptor Portal 演示的落地主视觉。"
widget,portal_value_props.name,,zh-Hans-CN,"Portal value props",门户价值主张,0,0,门户价值主张
widget,portal_value_props.description,,zh-Hans-CN,"Feature grid that explains the Radaptor positioning.","说明 Radaptor 定位的功能网格。",0,0,"说明 Radaptor 定位的功能网格。"
widget,portal_request_access_placeholder.name,,zh-Hans-CN,"Portal early access request",门户早期访问请求,0,0,门户早期访问请求
widget,portal_request_access_placeholder.description,,zh-Hans-CN,"Public early access request form with email confirmation.",带邮箱确认的公开早期访问请求表单。,0,0,带邮箱确认的公开早期访问请求表单。
